Marcador;IdEmpresa;idmovimento;IdMovCaixaItem;IdContaContabil;ContaFormatada;NomeConta;DataMovimento;tiposoma;ValorMovimento;ValorEntrada;ValorSaida;Fornecedor_Observacao;TipoOrigem;TipoMovimento;IdTitulo;ValorPago;Juros;Desconto;NumeroTitulo;BancoDuplicata;NomeBanco;IdEntidade
   ;1;11.913.601;45.253.395;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;480;IVANICE MARIA CESTARI DANDARO;1;1;39.589.901;480;0;0;190543/1;1;Banco do Brasil 38248-5;C006881
   ;1;11.913.601;45.253.396;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;106,29;COPACOL COOPERATIVA AGROINDUSTRIAL CONSOLATA;1;1;39.592.301;106,29;0;0;190557/1;1;Banco do Brasil 38248-5;C003398
   ;1;11.913.601;45.253.397;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;477,36;MASTER TRANSPORTES E LOGISTICA EIRELI ;1;1;39.594.601;477,36;0;0;190570/1;1;Banco do Brasil 38248-5;C003450
   ;1;11.913.601;45.253.398;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;5.221,6;NARDINI AGROINDUSTRIAL LTDA;1;1;39.615.801;5.221,6;0;0;190691/1;1;Banco do Brasil 38248-5;C000085
   ;1;11.913.601;45.253.399;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;336;USINA SÃO JOSÉ DA ESTIVA SA AÇÚCAR E ÁLCOOL;1;1;39.616.301;336;0;0;190698/1;1;Banco do Brasil 38248-5;C000090
   ;1;11.913.601;45.253.400;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;709,67;PER LUI COMERCIO DE PECAS E ACESSORIOS EIRELI - ME;1;1;39.619.301;709,67;0;0;190717/1;1;Banco do Brasil 38248-5;C003334
-->;1;11.928.601;45.254.040;25.003;1.1.01.002020;Banco Itau c/c 20171-2;2025-06-02;E;0;14.000;0;PIX ENTRE CONTAS;0;1;0;0;0;0;;0;;
   ;1;11.928.601;45.254.039;25.005;1.1.01.002028;Banco do Brasil c/c 38248-5;2025-06-02;S;-14.000;0;14.000;PIX ENTRE CONTAS;0;1;0;0;0;0;;0;;
-->;1;11.934.201;45.254.529;25.005;1.1.01.002028;Banco do Brasil c/c 38248-5;2025-06-02;S;-3.261,55;0;3.261,55;GNRE;0;1;0;0;0;0;;0;;
   ;1;11.934.201;45.254.530;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;165,54;0;GNRE (DIFAL/ST/FCP);1;1;40.386.801;165,54;0;0;195043;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.531;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;164,3;0;GNRE (DIFAL/ST/FCP);1;1;40.386.901;164,3;0;0;195049;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.532;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;64,22;0;GNRE (DIFAL/ST/FCP);1;1;40.387.001;64,22;0;0;195047;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.533;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;9,88;0;GNRE (DIFAL/ST/FCP);1;1;40.387.101;9,88;0;0;194717;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.534;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;27,45;0;GNRE (DIFAL/ST/FCP);1;1;40.387.201;27,45;0;0;195050;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.535;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;82,8;0;GNRE (DIFAL/ST/FCP);1;1;40.387.301;82,8;0;0;195061;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.536;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;29,35;0;GNRE (DIFAL/ST/FCP);1;1;40.373.201;29,35;0;0;195053;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.537;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;113,62;0;GNRE (DIFAL/ST/FCP);1;1;40.386.201;113,62;0;0;195110;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.538;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;26,5;0;GNRE (DIFAL/ST/FCP);1;1;40.385.901;26,5;0;0;195112;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.539;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;22,2;0;GNRE (DIFAL/ST/FCP);1;1;40.381.101;22,2;0;0;195088;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.540;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;24,7;0;GNRE (DIFAL/ST/FCP);1;1;40.381.001;24,7;0;0;195089;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.541;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;64,22;0;GNRE (DIFAL/ST/FCP);1;1;40.380.901;64,22;0;0;195090;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.542;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;42,99;0;GNRE (DIFAL/ST/FCP);1;1;40.383.501;42,99;0;0;195076;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.543;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;76,44;0;GNRE (DIFAL/ST/FCP);1;1;40.387.401;76,44;0;0;195057;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.544;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;116,85;0;GNRE (DIFAL/ST/FCP);1;1;40.387.501;116,85;0;0;195102;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.545;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;65,55;0;GNRE (DIFAL/ST/FCP);1;1;40.400.201;65,55;0;0;195183;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.546;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;101,4;0;GNRE (DIFAL/ST/FCP);1;1;40.400.101;101,4;0;0;195182;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.547;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;144,18;0;GNRE (DIFAL/ST/FCP);1;1;40.399.601;144,18;0;0;195178;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.548;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;127,84;0;GNRE (DIFAL/ST/FCP);1;1;40.400.001;127,84;0;0;195181;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.549;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;13,8;0;GNRE (DIFAL/ST/FCP);1;1;40.399.501;13,8;0;0;195177;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.550;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;27,42;0;GNRE (DIFAL/ST/FCP);1;1;40.399.401;27,42;0;0;195176;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.551;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;33,05;0;GNRE (DIFAL/ST/FCP);1;1;40.395.901;33,05;0;0;195145;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.552;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;27,78;0;GNRE (DIFAL/ST/FCP);1;1;40.396.001;27,78;0;0;195146;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.553;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;59,28;0;GNRE (DIFAL/ST/FCP);1;1;40.396.101;59,28;0;0;195147;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.554;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;109,85;0;GNRE (DIFAL/ST/FCP);1;1;40.396.201;109,85;0;0;195144;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.555;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;42;0;GNRE (DIFAL/ST/FCP);1;1;40.396.301;42;0;0;195149;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.556;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;59,4;0;GNRE (DIFAL/ST/FCP);1;1;40.396.401;59,4;0;0;195153;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.557;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;91;0;GNRE (DIFAL/ST/FCP);1;1;40.396.501;91;0;0;195148;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.558;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;59,28;0;GNRE (DIFAL/ST/FCP);1;1;40.396.601;59,28;0;0;195150;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.559;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;95,2;0;GNRE (DIFAL/ST/FCP);1;1;40.396.701;95,2;0;0;195151;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.560;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;13,2;0;GNRE (DIFAL/ST/FCP);1;1;40.396.801;13,2;0;0;195152;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.561;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;39,75;0;GNRE (DIFAL/ST/FCP);1;1;40.396.901;39,75;0;0;195157;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.562;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;162,75;0;GNRE (DIFAL/ST/FCP);1;1;40.397.001;162,75;0;0;195155;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.563;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;28,32;0;GNRE (DIFAL/ST/FCP);1;1;40.397.101;28,32;0;0;195158;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.564;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;80,6;0;GNRE (DIFAL/ST/FCP);1;1;40.397.201;80,6;0;0;195160;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.565;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;82,5;0;GNRE (DIFAL/ST/FCP);1;1;40.397.401;82,5;0;0;195159;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.566;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;164,58;0;GNRE (DIFAL/ST/FCP);1;1;40.404.701;164,58;0;0;195210;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.567;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;173,5;0;GNRE (DIFAL/ST/FCP);1;1;40.404.601;173,5;0;0;195209;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.568;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;30;0;GNRE (DIFAL/ST/FCP);1;1;40.404.501;30;0;0;195211;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.569;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;23,95;0;GNRE (DIFAL/ST/FCP);1;1;40.403.501;23,95;0;0;195203;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.570;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;135,2;0;GNRE (DIFAL/ST/FCP);1;1;40.403.401;135,2;0;0;195199;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.571;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;31,43;0;GNRE (DIFAL/ST/FCP);1;1;40.403.301;31,43;0;0;195201;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.572;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;20,22;0;GNRE (DIFAL/ST/FCP);1;1;40.403.201;20,22;0;0;195202;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.573;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;48;0;GNRE (DIFAL/ST/FCP);1;1;40.401.701;48;0;0;195184;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.574;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;49;0;GNRE (DIFAL/ST/FCP);1;1;40.401.601;49;0;0;195185;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.575;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;66,76;0;GNRE (DIFAL/ST/FCP);1;1;40.401.501;66,76;0;0;195186;1;Banco do Brasil 38248-5;D000063
   ;1;11.934.201;45.254.576;1.542;5.1.03.002002;ICMS Substituição Tributária a Recolher;2025-06-02;E;0;23,7;0;GNRE (DIFAL/ST/FCP);1;1;40.405.101;23,7;0;0;195154;1;Banco do Brasil 38248-5;D000063
-->;1;11.938.201;45.255.030;25.005;1.1.01.002028;Banco do Brasil c/c 38248-5;2025-06-02;E;6.405,24;6.405,24;0;RECEBIMENTO CLIENTES (TRANSPORTES IMEDIATO);0;1;0;0;0;0;;0;;
   ;1;11.938.201;45.255.031;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;6.405,24;TRANSPORTES IMEDIATO S/A;1;1;39.148.301;6.405,24;0;0;187954/1;27;Pix / Transferências / Depósitos;C007165
-->;1;11.938.601;45.255.039;25.005;1.1.01.002028;Banco do Brasil c/c 38248-5;2025-06-02;E;13,5;13,5;0;RECEBIMENTO CLIENTES (OTAVIO JUNQUEIRA);0;1;0;0;0;0;;0;;
   ;1;11.938.601;45.255.040;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;13,5;OTAVIO JUNQUEIRA MOTTA LUIZ E OUTRO;1;1;39.664.001;13,5;0;0;190987/1;27;Pix / Transferências / Depósitos;C000282
-->;1;11.938.901;45.255.045;25.005;1.1.01.002028;Banco do Brasil c/c 38248-5;2025-06-02;E;6.511,25;6.511,25;0;RECEBIMENTO CLIENTES (GUARIROBA);0;1;0;0;0;0;;0;;
   ;1;11.938.901;45.255.046;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;28;USINA GUARIROBA LTDA;1;1;38.418.501;28;0;0;183806/1;27;Pix / Transferências / Depósitos;C000176
   ;1;11.938.901;45.255.047;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;15,5;USINA GUARIROBA LTDA;1;1;38.443.301;15,5;0;0;183951/1;27;Pix / Transferências / Depósitos;C000176
   ;1;11.938.901;45.255.048;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;415;USINA GUARIROBA LTDA;1;1;38.447.401;415;0;0;183977/1;27;Pix / Transferências / Depósitos;C000176
   ;1;11.938.901;45.255.049;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;220;USINA GUARIROBA LTDA;1;1;38.461.501;220;0;0;184076/1;27;Pix / Transferências / Depósitos;C000176
   ;1;11.938.901;45.255.050;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;48;USINA GUARIROBA LTDA;1;1;38.495.501;48;0;0;184268/1;27;Pix / Transferências / Depósitos;C000176
   ;1;11.938.901;45.255.051;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;21;USINA GUARIROBA LTDA;1;1;38.485.301;21;0;0;184204/1;27;Pix / Transferências / Depósitos;C000176
   ;1;11.938.901;45.255.052;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;330;USINA GUARIROBA LTDA;1;1;38.517.801;330;0;0;184389/1;27;Pix / Transferências / Depósitos;C000176
   ;1;11.938.901;45.255.053;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;26,5;USINA GUARIROBA LTDA;1;1;38.522.301;26,5;0;0;184409/1;27;Pix / Transferências / Depósitos;C000176
   ;1;11.938.901;45.255.054;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;69,5;USINA GUARIROBA LTDA;1;1;38.553.401;69,5;0;0;184581/1;27;Pix / Transferências / Depósitos;C000176
   ;1;11.938.901;45.255.055;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;153,6;USINA GUARIROBA LTDA;1;1;38.549.301;153,6;0;0;184559/1;27;Pix / Transferências / Depósitos;C000176
   ;1;11.938.901;45.255.056;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;1.016,24;USINA GUARIROBA LTDA;1;1;38.531.101;1.016,24;0;0;184466/1;27;Pix / Transferências / Depósitos;C000176
   ;1;11.938.901;45.255.057;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;138;USINA GUARIROBA LTDA;1;1;38.656.601;138;0;0;185157/1;27;Pix / Transferências / Depósitos;C000176
   ;1;11.938.901;45.255.058;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;230,41;USINA GUARIROBA LTDA;1;1;38.620.301;230,41;0;0;184942/1;27;Pix / Transferências / Depósitos;C000176
   ;1;11.938.901;45.255.059;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;418;USINA GUARIROBA LTDA;1;1;38.581.701;418;0;0;184738/1;27;Pix / Transferências / Depósitos;C000176
   ;1;11.938.901;45.255.060;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;69,5;USINA GUARIROBA LTDA;1;1;38.564.901;69,5;0;0;184636/1;27;Pix / Transferências / Depósitos;C000176
   ;1;11.938.901;45.255.061;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;3.312;USINA GUARIROBA LTDA;1;1;38.683.201;3.312;0;0;185305/1;27;Pix / Transferências / Depósitos;C000176
-->;1;11.939.701;45.255.077;25.005;1.1.01.002028;Banco do Brasil c/c 38248-5;2025-06-02;E;2.435,53;2.435,53;0;RECEBIMENTO CLIENTES (OUROESTE);0;1;0;0;0;0;;0;;
   ;1;11.939.701;45.255.078;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;65;USINA OUROESTE ACUCAR E ALCOOL LTDA;1;1;38.323.801;65;0;0;183272/1;27;Pix / Transferências / Depósitos;C000148
   ;1;11.939.701;45.255.079;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;30;USINA OUROESTE ACUCAR E ALCOOL LTDA;1;1;38.353.501;30;0;0;183433/1;27;Pix / Transferências / Depósitos;C000148
   ;1;11.939.701;45.255.080;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;120,08;USINA OUROESTE ACUCAR E ALCOOL LTDA;1;1;38.442.901;120,08;0;0;183948/1;27;Pix / Transferências / Depósitos;C000148
   ;1;11.939.701;45.255.081;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;409,5;USINA OUROESTE ACUCAR E ALCOOL LTDA;1;1;38.454.001;409,5;0;0;184035/1;27;Pix / Transferências / Depósitos;C000148
   ;1;11.939.701;45.255.082;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;136,5;USINA OUROESTE ACUCAR E ALCOOL LTDA;1;1;38.484.301;136,5;0;0;184198/1;27;Pix / Transferências / Depósitos;C000148
   ;1;11.939.701;45.255.083;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;135;USINA OUROESTE ACUCAR E ALCOOL LTDA;1;1;38.514.401;135;0;0;184377/1;27;Pix / Transferências / Depósitos;C000148
   ;1;11.939.701;45.255.084;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;230;USINA OUROESTE ACUCAR E ALCOOL LTDA;1;1;38.533.101;230;0;0;184469/1;27;Pix / Transferências / Depósitos;C000148
   ;1;11.939.701;45.255.085;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;23,41;USINA OUROESTE ACUCAR E ALCOOL LTDA;1;1;38.583.301;23,41;0;0;184743/1;27;Pix / Transferências / Depósitos;C000148
   ;1;11.939.701;45.255.086;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;160;USINA OUROESTE ACUCAR E ALCOOL LTDA;1;1;38.625.001;160;0;0;184977/1;27;Pix / Transferências / Depósitos;C000148
   ;1;11.939.701;45.255.087;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;110;USINA OUROESTE ACUCAR E ALCOOL LTDA;1;1;38.620.401;110;0;0;184943/1;27;Pix / Transferências / Depósitos;C000148
   ;1;11.939.701;45.255.088;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;290;USINA OUROESTE ACUCAR E ALCOOL LTDA;1;1;38.652.201;290;0;0;185125/1;27;Pix / Transferências / Depósitos;C000148
   ;1;11.939.701;45.255.089;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;580;USINA OUROESTE ACUCAR E ALCOOL LTDA;1;1;38.653.001;580;0;0;185130/1;27;Pix / Transferências / Depósitos;C000148
   ;1;11.939.701;45.255.090;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;146,04;USINA OUROESTE ACUCAR E ALCOOL LTDA;1;1;38.656.501;146,04;0;0;185156/1;27;Pix / Transferências / Depósitos;C000148
-->;1;11.940.001;45.255.097;25.005;1.1.01.002028;Banco do Brasil c/c 38248-5;2025-06-02;E;8.903,88;8.903,88;0;RECEBIMENTO CLIENTES (PEDRO AFONSO);0;1;0;0;0;0;;0;;
   ;1;11.940.001;45.255.098;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;80;PEDRO AFONSO AÇUCAR E ÁLCOOL;1;1;38.345.301;80;0;0;183400/1;27;Pix / Transferências / Depósitos;C000244
   ;1;11.940.001;45.255.099;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;536,67;PEDRO AFONSO AÇUCAR E ÁLCOOL;1;1;38.347.501;536,67;0;0;183412/1;27;Pix / Transferências / Depósitos;C000244
   ;1;11.940.001;45.255.100;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;40,37;PEDRO AFONSO AÇUCAR E ÁLCOOL;1;1;38.420.101;40,37;0;0;183820/1;27;Pix / Transferências / Depósitos;C000244
   ;1;11.940.001;45.255.101;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;656,01;PEDRO AFONSO AÇUCAR E ÁLCOOL;1;1;38.419.901;656,01;0;0;183819/1;27;Pix / Transferências / Depósitos;C000244
   ;1;11.940.001;45.255.102;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;96,12;PEDRO AFONSO AÇUCAR E ÁLCOOL;1;1;38.547.101;96,12;0;0;184547/1;27;Pix / Transferências / Depósitos;C000244
   ;1;11.940.001;45.255.103;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;271,33;PEDRO AFONSO AÇUCAR E ÁLCOOL;1;1;38.484.201;271,33;0;0;184197/1;27;Pix / Transferências / Depósitos;C000244
   ;1;11.940.001;45.255.104;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;40;PEDRO AFONSO AÇUCAR E ÁLCOOL;1;1;38.436.601;40;0;0;183921/1;27;Pix / Transferências / Depósitos;C000244
   ;1;11.940.001;45.255.105;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;40;PEDRO AFONSO AÇUCAR E ÁLCOOL;1;1;38.447.101;40;0;0;183974/1;27;Pix / Transferências / Depósitos;C000244
   ;1;11.940.001;45.255.106;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;1.010,45;PEDRO AFONSO AÇUCAR E ÁLCOOL;1;1;38.566.701;1.010,45;0;0;184647/1;27;Pix / Transferências / Depósitos;C000244
   ;1;11.940.001;45.255.107;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;4.565,7;PEDRO AFONSO AÇUCAR E ÁLCOOL;1;1;38.652.601;4.565,7;0;0;185127/1;27;Pix / Transferências / Depósitos;C000244
   ;1;11.940.001;45.255.108;142;4.1.02.001001;Receita de Vendas ;2025-06-02;S;0;0;1.056;PEDRO AFONSO AÇUCAR E ÁLCOOL;1;1;38.621.201;1.056;0;0;184951/1;27;Pix / Transferências / Depósitos;C000244
